0.2520912562,0.8142804289,1
-0.7692992196,0.6589804232,1
-0.9778550887,0.1730561696,1
0.3940328335,0.1230519498,1
-0.9228889213,0.9716870666,1
0.7805818571,0.3951521363,1
-0.4678696753,-0.9489405472,1
0.0828700562,-0.9606732095,1
-0.8389334333,-0.9154703242,1
-0.8782173868,0.648185614,1
-0.9567345305,0.89642854,1
-0.7443488857,0.4756405787,1
0.9762438622,0.9746040449,1
0.1899152924,0.7756777003,1
0.7383442639,0.6512279683,1
0.9877673557,-0.7195706052,1
-0.276348804,0.8371481486,1
0.2983224045,0.5469523829,1
0.2821648395,-0.7016232308,1
0.8628002827,0.0025244175,1
0.5971938339,-0.0267062269,1
0.3065589526,-0.6167754249,1
-0.5323757946,0.5743500348,1
-0.6291724942,0.4414427499,1
-0.6754847613,-0.5400715893,1
0.6407247821,-0.6233083559,-1
0.6684202347,-0.7853563309,-1
0.0298691271,0.0569780478,-1
-0.1006660913,0.4445937487,-1
0.5579378363,-0.5567154306,-1
-0.2398605081,0.7992293529,-1
-0.3030665624,-0.0139594088,-1
0.297342488,-0.7883416838,-1
0.3309568913,-0.5209978791,-1
-0.4840331671,-0.6034590113,-1
0.3725889766,0.9332036056,-1
-0.5427312651,-0.0207824007,-1
0.6849541385,0.106664862,-1
0.8330424508,-0.0921059655,-1
0.7974933281,0.2367269035,-1
